rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
72,2023,Subaru,Forester,touring,3,23998,No change noted,Unchanged for 10 weeks,10,23998,23998,0,0,106000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1737294225,annapolis-valley,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2023-subaru-forester-touring-carfax-power-seat-sunroof-awd/1737294225,,Kijiji
73,2023,Subaru,Forester,touring,3,24495,No change noted,Unchanged for 5 weeks,5,24495,24495,0,0,140776,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739259685,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-subaru-forester-touring-awd-no-accidents/1739259685,,Kijiji
74,2023,Subaru,Forester,convenience,1,24500,No change noted,"Down $5,000 over 2 weeks",2,29500,28000,-3500,-5000,73000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739934661,charlottetown-pei,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/charlottetown-pei/2023-subaru-forester/1739934661,,Kijiji
75,2023,Subaru,Forester,touring,3,24552,No change noted,"Down $1,948 over 10 weeks",10,26500,24552,0,-1948,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1731571251,la-ronge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/la-ronge/2023-subaru-forester-touring/1731571251,,Kijiji
76,2023,Subaru,Forester,Unknown,1,24995,No change noted,Unchanged for 4 weeks,4,24995,24995,0,0,139012,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739409206,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-subaru-forester-premier-no-accidents-panoramic-roof/1739409206,,Kijiji
77,2023,Subaru,Forester,Unknown,1,28499,No change noted,"Down $2,100 over 7 weeks",7,30599,28999,-500,-2100,58396,2.5L,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1737288578,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2023-subaru-forester-2-5l-cvt-fresh-trade-no-accidents/1737288578,,Kijiji
78,2023,Subaru,Forester,limited,2,29688,No change noted,Down $200 over 1 weeks,1,29888,29888,-200,-200,69710,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740422757,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2023-subaru-forester-limited-limited-awd-1-owner-leather/1740422757,,Kijiji
79,2023,Subaru,Forester,touring,3,30995,No change noted,"Down $1,754 over 7 weeks",7,32749,31995,-1000,-1754,34227,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738665620,longueuil-rive-sud,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-awd-cruise-adapt-toit-ouvrant-cam-r/1738665620,,Kijiji
80,2023,Subaru,Forester,touring,3,30995,No change noted,"Down $1,000 over 10 weeks",10,31995,31995,-1000,-1000,78023,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1736553513,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-touring-moonroof/1736553513,,Kijiji
81,2023,Subaru,Forester,touring,3,31988,No change noted,"Down $1,000 over 4 weeks",4,32988,32488,-500,-1000,42171,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739500430,markham-york-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2023-subaru-forester-touring-touring-low-kms/1739500430,,Kijiji
82,2023,Subaru,Forester,Unknown,1,31995,No change noted,Unchanged for 1 weeks,1,31995,31995,0,0,50250,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740470134,owen-sound,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/owen-sound/2023-subaru-forester-touring-awd/1740470134,,Kijiji
83,2023,Subaru,Forester,limited,2,32495,No change noted,First seen this week,0,32495,32495,0,0,17895,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740734462,longueuil-rive-sud,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-limited/1740734462,,Kijiji
84,2023,Subaru,Forester,sport,2,32995,No change noted,Unchanged for 2 weeks,2,32995,32995,0,0,78018,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740152693,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-subaru-forester-sport/1740152693,,Kijiji
85,2023,Subaru,Forester,sport,2,32996,No change noted,First seen this week,0,32996,32996,0,0,49989,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740841344,oshawa-durham-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2023-subaru-forester/1740841344,,Kijiji
86,2023,Subaru,Forester,wilderness,3,33295,No change noted,Unchanged for 1 weeks,1,33295,33295,0,0,54553,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740294144,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-wilderness-toit-ouvrant-sieges-chauff/1740294144,,Kijiji
87,2023,Subaru,Forester,limited,2,33976,No change noted,First seen this week,0,33976,33976,0,0,64481,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740798498,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2023-subaru-forester-limited-cvt-no-accidents-9-service-records/1740798498,,Kijiji
88,2023,Subaru,Forester,wilderness,3,35888,No change noted,Down $500 over 10 weeks,10,36388,36388,-500,-500,30552,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1731901124,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-subaru-forester-wilderness/1731901124,,Kijiji
89,2023,Subaru,Forester,sport,2,35898,No change noted,Unchanged for 2 weeks,2,35898,35898,0,0,46029,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740149430,guelph,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/guelph/2023-subaru-forester-sport-awd-eyesight-pano-roof/1740149430,,Kijiji
90,2023,Subaru,Forester,Unknown,1,37733,No change noted,Unchanged for 1 weeks,1,37733,37733,0,0,16316,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740420420,thunder-bay,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/thunder-bay/2023-subaru-forester-premier/1740420420,,Kijiji
91,2023,Subaru,Forester,sport,2,38500,No change noted,Unchanged for 4 weeks,4,38500,38500,0,0,14200,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739455844,north-shore,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/north-shore/subaru-forester-sport-2023-still-on-warranty-14200-km-38500/1739455844,,Kijiji
92,2024,Subaru,Forester,Unknown,1,29995,No change noted,Unchanged for 7 weeks,7,29995,29995,0,0,53000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738653448,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2024-subaru-forester-awd-htd-seats-a-c-bt-apple-android-53/1738653448,,Kijiji
93,2024,Subaru,Forester,touring,3,29998,No change noted,Unchanged for 6 weeks,6,29998,29998,0,0,71800,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738603358,annapolis-valley,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2024-subaru-forester-touring-carfax-awd-pano/1738603358,,Kijiji
94,2024,Subaru,Forester,touring,3,30000,No change noted,Unchanged for 7 weeks,7,30000,30000,0,0,27000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1738859381,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-subaru-forester-touring/1738859381,,Kijiji
95,2024,Subaru,Forester,Unknown,1,30884,No change noted,First seen this week,0,30884,30884,0,0,28034,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740746429,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-subaru-forester-awd/1740746429,,Kijiji
96,2024,Subaru,Forester,touring,3,32654,No change noted,First seen this week,0,32654,32654,0,0,58185,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740883821,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-subaru-forester-touring-eyesight-cvt-awd/1740883821,,Kijiji
97,2024,Subaru,Forester,limited,2,32998,No change noted,"Down $2,000 over 7 weeks",7,34998,32998,0,-2000,77922,2.5L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738679388,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2024-subaru-forester-limited-2-5l-cvt-leather-sunroof-power/1738679388,,Kijiji
98,2024,Subaru,Forester,sport,2,33988,No change noted,First seen this week,0,33988,33988,0,0,80100,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740696402,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2024-subaru-forester-sport-sport-1owner-clean-carfax-su/1740696402,,Kijiji
99,2024,Subaru,Forester,touring,3,34384,No change noted,"Down $1,226 over 8 weeks",8,35610,34374,10,-1226,61159,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738250143,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-subaru-forester-touring/1738250143,,Kijiji
100,2024,Subaru,Forester,touring,3,34900,No change noted,First seen this week,0,34900,34900,0,0,52232,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740289293,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2024-subaru-forester-touring/1740289293,,Kijiji
101,2024,Subaru,Forester,touring,3,34995,No change noted,Unchanged for 2 weeks,2,34995,34995,0,0,46865,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739779432,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2024-subaru-forester-touring/1739779432,,Kijiji
102,2024,Subaru,Forester,Unknown,1,35495,No change noted,Unchanged for 3 weeks,3,35495,35495,0,0,31251,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739723337,longueuil-rive-sud,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-subaru-forester/1739723337,,Kijiji
103,2024,Subaru,Forester,sport,2,36000,No change noted,"Down $1,498 over 10 weeks",10,37498,36882,-882,-1498,15612,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1734645901,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-subaru-forester-sport-local-one-owner-smartph/1734645901,,Kijiji
104,2024,Subaru,Forester,sport,2,36488,No change noted,Down $700 over 1 weeks,1,37188,37188,-700,-700,26157,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740422765,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2024-subaru-forester-sport-sport-awd-clean-carfax-1owne/1740422765,,Kijiji
105,2024,Subaru,Forester,wilderness,3,37795,No change noted,"Down $4,200 over 8 weeks",8,41995,39995,-2200,-4200,25853,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738404572,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-subaru-forester/1738404572,,Kijiji
106,2024,Subaru,Forester,Unknown,1,38988,No change noted,Up $100 over 3 weeks,3,38888,38988,0,100,38623,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1739404982,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2024-subaru-forester-premier-premier-awd-1owner-clean-carfa/1739404982,,Kijiji
107,2024,Subaru,Forester,wilderness,3,41990,No change noted,Unchanged for 5 weeks,5,41990,41990,0,0,27287,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1738652876,city-of-halifax,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-halifax/2024-subaru-forester-wilderness-awd-l-sunroof-heated-seats-a/1738652876,,Kijiji
108,2024,Subaru,Forester,Unknown,1,42888,No change noted,Unchanged for 1 weeks,1,42888,42888,0,0,11706,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",,disabled_unverified_location,1740471600,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2024-subaru-forester-premier-premier-clean-carfax-1owner/1740471600,,Kijiji
109,2024,Subaru,Forester,Unknown,1,42991,No change noted,Up $991 over 10 weeks,10,42000,41000,1991,991,16663,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737248552,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-subaru-forester-premier-navigation-two-tone-leather/1737248552,,Kijiji
110,2024,Subaru,Forester,wilderness,3,42999,No change noted,"Up $1,000 over 1 weeks",1,41999,41999,1000,1000,15851,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740152560,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-subaru-forester-wilderness-certified/1740152560,,Kijiji
