rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
213,2019,Ford,F-150,xlt,2,29997,No change noted,Unchanged for 11 weeks,11,29997,29997,0,0,148396,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1730638814,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150-xlt-summer-special/1730638814,,Kijiji
214,2019,Ford,F-150,xlt,2,30000,No change noted,Unchanged for 2 weeks,2,30000,30000,0,0,110000,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739945263,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-ford-f-150-xlt-4x4-3-5l-ecoboost/1739945263,,Kijiji
215,2019,Ford,F-150,Unknown,1,30900,No change noted,First seen this week,0,30900,30900,0,0,139000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740771994,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/range-rover-sport-2019/1740771994,,Kijiji
216,2019,Ford,F-150,xl,1,30986,No change noted,First seen this week,0,30986,30986,0,0,157000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740421628,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xl-4wd-supercrew-5-5-box/1740421628,,Kijiji
217,2019,Ford,F-150,xlt,2,32000,No change noted,Unchanged for 11 weeks,11,32000,32000,0,0,167000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1738082896,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-f150/1738082896,,Kijiji
218,2019,Ford,F-150,fx4,3,32500,No change noted,Unchanged for 2 weeks,2,32500,32500,0,0,112637,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740106100,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xlt-supercrew-145-sport-pkg-fx4-pkg/1740106100,,Kijiji
219,2019,Ford,F-150,lariat,3,32900,No change noted,First seen this week,0,32900,32900,0,0,187202,5.0L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740648575,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-lariat-502a-sport-5-0l-v8-tech-pkg-sunroof/1740648575,,Kijiji
220,2019,Ford,F-150,lariat,3,32988,No change noted,"Up $1,000 over 10 weeks",10,31988,32988,0,1000,133990,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1733090102,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-lariat-4wd-supercrew-backup-camera-navigation-pu/1733090102,,Kijiji
221,2019,Ford,F-150,xlt,2,32999,No change noted,Unchanged for 1 weeks,1,32999,32999,0,0,116915,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740474903,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150-xlt/1740474903,,Kijiji
222,2019,Ford,F-150,lariat,3,33698,No change noted,"Down $4,200 over 9 weeks",9,37898,33698,0,-4200,155267,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",,disabled_unverified_location,1738299603,medicine-hat,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2019-ford-f-150/1738299603,,Kijiji
223,2019,Ford,F-150,platinum,3,34990,No change noted,"Down $1,000 over 3 weeks",3,35990,34990,0,-1000,172798,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740012339,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150/1740012339,,Kijiji
224,2019,Ford,F-150,platinum,3,34999,No change noted,"Down $4,000 over 8 weeks",8,38999,34999,0,-4000,83080,3.5L,Gas,Salvage/rebuilt,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738234891,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-platinum-3-5l-ecoboost-83-080-kilometers/1738234891,,Kijiji
225,2019,Ford,F-150,lariat,3,35000,No change noted,Unchanged for 1 weeks,1,35000,35000,0,0,115149,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740263830,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-lariat-supercrew-145-moonroof/1740263830,,Kijiji
226,2019,Ford,F-150,xlt,2,35888,No change noted,Unchanged for 10 weeks,10,35888,35888,0,0,135695,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738037134,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-xlt/1738037134,,Kijiji
227,2019,Ford,F-150,platinum,3,35990,No change noted,Unchanged for 2 weeks,2,35990,35990,0,0,169156,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740375504,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150/1740375504,,Kijiji
228,2019,Ford,F-150,lariat,3,35995,No change noted,"Down $2,000 over 10 weeks",10,37995,35995,0,-2000,132645,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1735647614,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2019-ford-f-150-lariat/1735647614,,Kijiji
229,2019,Ford,F-150,fx4,3,36447,No change noted,First seen this week,0,36447,36447,0,0,71220,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740429623,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xlt-3-5l-v6-eco-max-tow-fx4-nav/1740429623,,Kijiji
230,2019,Ford,F-150,platinum,3,36980,No change noted,Unchanged for 4 weeks,4,36980,36980,0,0,150727,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Regina, SK","Regina, SK",,disabled_unverified_location,1739260112,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-ford-f-150-platinum-l-fx4-off-road-pkg-l-htd-ac-seats-l-b/1739260112,,Kijiji
231,2019,Ford,F-150,lariat,3,37998,No change noted,Unchanged for 7 weeks,7,37998,37998,0,0,147790,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1738610445,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-ford-f-150-lariat-4wd-supercrew-5-5-box/1738610445,,Kijiji
232,2019,Ford,F-150,limited,3,38990,No change noted,First seen this week,0,38990,38990,0,0,165000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740690965,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-limited-massage-seats-fully-serviced/1740690965,,Kijiji
233,2019,Ford,F-150,platinum,3,38995,No change noted,Unchanged for 1 weeks,1,38995,38995,0,0,142287,3.5L,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740650771,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150-platinum-crew-cab-3-5l-v6-command-start-heat/1740650771,,Kijiji
234,2019,Ford,F-150,xlt,2,39882,No change noted,Unchanged for 1 weeks,1,39882,39882,0,0,54812,5.0L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740240816,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xlt-sport-5-0l-v8-302a-hseats-low-km/1740240816,,Kijiji
235,2019,Ford,F-150,lariat,3,39995,No change noted,Unchanged for 2 weeks,2,39995,39995,0,0,124830,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740335583,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150-lariat-360-cam-pano-roof-fuel-wheel-lift/1740335583,,Kijiji
236,2019,Ford,F-150,lariat,3,39999,No change noted,"Down $2,682 over 10 weeks",10,42681,39999,0,-2682,135907,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",,disabled_unverified_location,1724362856,medicine-hat,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2019-ford-f-150-lariat/1724362856,,Kijiji
237,2019,Ford,F-150,lariat,3,40557,No change noted,First seen this week,0,40557,40557,0,0,56000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1740691809,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2019-ford-f-150-lariat/1740691809,,Kijiji
238,2019,Ford,F-150,xlt,2,40624,No change noted,"Down $8,250 over 1 weeks",1,48874,48874,-8250,-8250,60000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740471039,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xlt-supercrew/1740471039,,Kijiji
239,2019,Ford,F-150,lariat,3,40995,No change noted,"Down $2,000 over 5 weeks",5,42995,40995,0,-2000,79009,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1739261403,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2019-ford-f-150-lariat-4x4-remote-start-backup-camera-nav-c/1739261403,,Kijiji
240,2019,Ford,F-150,platinum,3,41995,No change noted,"Down $3,000 over 10 weeks",10,44995,41995,0,-3000,122000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1733061976,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-ford-f-150-platinum-cooled-seats-blind-spot-monitoring/1733061976,,Kijiji
241,2019,Ford,F-150,xlt,2,43995,No change noted,"Down $1,000 over 11 weeks",11,44995,43995,0,-1000,74687,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1737507563,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150-xlt-5-0-one-owner-low-km-fuel-rims/1737507563,,Kijiji
242,2019,Ford,F-150,Unknown,1,45299,No change noted,Unchanged for 1 weeks,1,45299,45299,0,0,63999,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740751840,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2019-ford-f-150/1740751840,,Kijiji
243,2019,Ford,F-150,limited,3,49995,No change noted,Unchanged for 10 weeks,10,49995,49995,0,0,67276,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",,disabled_unverified_location,1731783486,lethbridge,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/lethbridge/2019-ford-f-150-limited/1731783486,,Kijiji
244,2020,Ford,F-150,xl,1,12900,No change noted,Unchanged for 10 weeks,10,12900,12900,0,0,259961,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1737954359,red-deer,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/red-deer/2020-ford-f-150-xl/1737954359,,Kijiji
245,2020,Ford,F-150,xlt,2,14995,No change noted,"Down $1,000 over 2 weeks",2,15995,14995,0,-1000,292554,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740377382,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-f-150-xlt-supercrew-6-5-ft-bed-4wd/1740377382,,Kijiji
246,2020,Ford,F-150,xl,1,14998,No change noted,Unchanged for 10 weeks,10,14998,14998,0,0,238807,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1724407715,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xl-bed/1724407715,,Kijiji
247,2020,Ford,F-150,xlt,2,20000,No change noted,Unchanged for 8 weeks,8,20000,20000,0,0,240000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738315933,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f150-xlt-midnight-edition/1738315933,,Kijiji
248,2020,Ford,F-150,Unknown,1,20900,No change noted,First seen this week,0,20900,20900,0,0,174000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740650563,laval-rive-nord,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/ford-f-150-4wd-supercab-8-box-2020-financement-facile-rapide-3/1740650563,,Kijiji
249,2020,Ford,F-150,xlt,2,20900,No change noted,First seen this week,0,20900,20900,0,0,223000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740577732,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150/1740577732,,Kijiji
250,2020,Ford,F-150,xlt,2,21000,No change noted,First seen this week,0,21000,21000,0,0,177804,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740744137,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xlt/1740744137,,Kijiji
251,2020,Ford,F-150,limited,3,22000,No change noted,Unchanged for 1 weeks,1,22000,22000,0,0,237777,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740261873,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f150-lariat/1740261873,,Kijiji
252,2020,Ford,F-150,xlt,2,22889,No change noted,"Down $1,859 over 7 weeks",7,24748,22889,0,-1859,224337,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738766200,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xlt/1738766200,,Kijiji
253,2020,Ford,F-150,xlt,2,22900,No change noted,"Down $2,000 over 2 weeks",2,24900,24900,-2000,-2000,200008,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739996630,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/truck-ford-f-150-2020-supercrew-4x4/1739996630,,Kijiji
254,2020,Ford,F-150,Unknown,1,24900,No change noted,"Down $2,900 over 1 weeks",1,27800,27800,-2900,-2900,141000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Brooks, AB","Brooks, AB",,disabled_unverified_location,1740414354,grande-prairie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2020-ford-f150-supercab/1740414354,,Kijiji
255,2020,Ford,F-150,lariat,3,24988,No change noted,First seen this week,0,24988,24988,0,0,223186,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740419248,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-lariat-4wd-supercrew-5-5-box/1740419248,,Kijiji
256,2020,Ford,F-150,lariat,3,24999,No change noted,"Down $4,996 over 10 weeks",10,29995,24999,0,-4996,211123,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1731574464,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-lariat/1731574464,,Kijiji
257,2020,Ford,F-150,xlt,2,25850,No change noted,"Down $2,000 over 4 weeks",4,27850,25850,0,-2000,186097,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739429897,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xlt/1739429897,,Kijiji
258,2020,Ford,F-150,xl,1,25977,No change noted,"Down $2,000 over 3 weeks",3,27977,25977,0,-2000,177932,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739636464,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xl-5-0-v8-5-5-box-backup-camera/1739636464,,Kijiji
259,2020,Ford,F-150,xlt,2,26000,No change noted,First seen this week,0,26000,26000,0,0,164000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740807056,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-fod-f-150-in-excellent-condition/1740807056,,Kijiji
260,2020,Ford,F-150,Unknown,1,26500,No change noted,Unchanged for 1 weeks,1,26500,26500,0,0,36800,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740459346,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/ford-f-150/1740459346,,Kijiji
261,2020,Ford,F-150,xlt,2,26999,No change noted,First seen this week,0,26999,26999,0,0,119620,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1740564107,strathcona-county,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2020-ford-f-150-xlt-class-iv-trailer-hitch/1740564107,,Kijiji
262,2020,Ford,F-150,xlt,2,27711,No change noted,Up $714 over 11 weeks,11,26997,27825,-114,714,111038,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1737876137,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xlt-4wd-supercab-6-5-box/1737876137,,Kijiji
263,2020,Ford,F-150,xlt,2,27888,No change noted,Unchanged for 5 weeks,5,27888,27888,0,0,194458,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739066495,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xlt/1739066495,,Kijiji
264,2020,Ford,F-150,xlt,2,27900,No change noted,Unchanged for 2 weeks,2,27900,27900,0,0,192888,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740058873,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-ford-f-150-xlt-4wd-supercrew-5-5-bo/1740058873,,Kijiji
265,2020,Ford,F-150,Unknown,1,27988,No change noted,Unchanged for 9 weeks,9,27988,27988,0,0,195508,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1735858568,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-3-5l-ecoboost-apple-carplay-fully-inspecte/1735858568,,Kijiji
266,2020,Ford,F-150,xlt,2,28000,No change noted,Unchanged for 10 weeks,10,28000,28000,0,0,194500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1728370467,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-f150-crew-sport-1yr-powertrain-warranty/1728370467,,Kijiji
267,2020,Ford,F-150,xl,1,28995,No change noted,Unchanged for 11 weeks,11,28995,28995,0,0,77926,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1724461535,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-f-150-xl-demo/1724461535,,Kijiji
268,2020,Ford,F-150,xlt,2,28995,No change noted,"Down $1,000 over 8 weeks",8,29995,28995,0,-1000,169576,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1737347973,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/ford-f-150-xlt-2020/1737347973,,Kijiji
269,2020,Ford,F-150,xlt,2,28995,No change noted,Unchanged for 2 weeks,2,28995,28995,0,0,170071,3.5L,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740289955,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-f-150-xlt-crew-cab-3-5l-v6-command-start-power-loc/1740289955,,Kijiji
270,2020,Ford,F-150,xlt,2,28997,No change noted,Unchanged for 1 weeks,1,28997,28997,0,0,118821,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740611261,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-f-150-xlt/1740611261,,Kijiji
271,2020,Ford,F-150,lariat,3,29000,No change noted,"Down $4,000 over 1 weeks",1,33000,33000,-4000,-4000,140097,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740282673,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-lariat/1740282673,,Kijiji
272,2020,Ford,F-150,xlt,2,29750,No change noted,Unchanged for 1 weeks,1,29750,29750,0,0,168929,5.0L,Gas,No accidents reported,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740301600,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xlt-5-0l-v8-supercrew-4x4-no-accidents/1740301600,,Kijiji
273,2020,Ford,F-150,lariat,3,29995,No change noted,Up $5 over 5 weeks,5,29990,29995,0,5,179894,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738398536,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-ford-f-150-lariat-fx4-4x4-supercrew-cab-5-5-ft-box-145-in/1738398536,,Kijiji
274,2020,Ford,F-150,xlt,2,29995,No change noted,Unchanged for 5 weeks,5,29995,29995,0,0,233731,5.0L,Gas,No accidents reported,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737875501,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-ford-f-150-xlt-crew-cab-5-5-box-w-cap-5-0l-v8-4x4/1737875501,,Kijiji
275,2020,Ford,F-150,lariat,3,29999,No change noted,Unchanged for 3 weeks,3,29999,29999,0,0,188438,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1740014536,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2020-ford-f-150-lariat/1740014536,,Kijiji
276,2020,Ford,F-150,xlt,2,31000,No change noted,Unchanged for 2 weeks,2,31000,31000,0,0,104000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739968001,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xlt-supercrew-145-reverse-cam-keyless-entry/1739968001,,Kijiji
277,2020,Ford,F-150,xl,1,31995,No change noted,First seen this week,0,31995,31995,0,0,50428,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740798726,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xl/1740798726,,Kijiji
278,2020,Ford,F-150,xlt,2,31995,No change noted,"Down $1,000 over 5 weeks",5,32995,31995,0,-1000,113879,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738913416,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-ford-f-150-xlt/1738913416,,Kijiji
279,2020,Ford,F-150,xlt,2,31999,No change noted,Unchanged for 1 weeks,1,31999,31999,0,0,94645,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740375883,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-xlt/1740375883,,Kijiji
280,2020,Ford,F-150,lariat,3,31999,No change noted,Unchanged for 9 weeks,9,31999,31999,0,0,178499,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1731983992,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2020-ford-f-150/1731983992,,Kijiji
281,2020,Ford,F-150,xlt,2,32000,No change noted,First seen this week,0,32000,32000,0,0,134000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740537701,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-f150-xlt-fx4-with-sunroof/1740537701,,Kijiji
282,2020,Ford,F-150,xlt,2,32500,No change noted,"Down $7,495 over 7 weeks",7,39995,32995,-495,-7495,116168,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738659042,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xlt-302a-sport-6-5-ft-box-max-tow/1738659042,,Kijiji
283,2020,Ford,F-150,xlt,2,32995,No change noted,Unchanged for 2 weeks,2,32995,32995,0,0,120682,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739967002,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-xlt-302a-sport/1739967002,,Kijiji
