rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
70,2022,Honda,Odyssey,Unknown,1,31880,No change noted,Unchanged for 2 weeks,2,31880,31880,0,0,159664,Unknown,Gas,Unknown,N/A,Unknown,Private,"High River, AB","High River, AB",,disabled_unverified_location,1740422769,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2022-honda-odyssey-ex-l-w-res-leather-roof-powerdoors-dvd/1740422769,,Kijiji
71,2022,Honda,Odyssey,Unknown,1,32995,No change noted,Unchanged for 1 weeks,1,32995,32995,0,0,133559,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740563473,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-honda-odyssey-ex-l-navi-auto-no-accidents-sunroof/1740563473,,Kijiji
72,2022,Honda,Odyssey,Unknown,1,32998,No change noted,"Down $3,000 over 6 weeks",6,35998,32998,0,-3000,121531,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1728645378,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-ex-l-navi-auto/1728645378,,Kijiji
73,2022,Honda,Odyssey,Unknown,1,33990,No change noted,Unchanged for 1 weeks,1,33990,33990,0,0,150625,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739792797,bedford,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/bedford/2022-honda-odyssey-ex-l-navi/1739792797,,Kijiji
74,2022,Honda,Odyssey,Unknown,1,35999,No change noted,Unchanged for 1 weeks,1,35999,35999,0,0,86393,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740883757,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-honda-odyssey-ex-l/1740883757,,Kijiji
75,2022,Honda,Odyssey,Unknown,1,37995,No change noted,Unchanged for 6 weeks,6,37995,37995,0,0,119998,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1737873729,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-touring-navi-dvd-pkg-b-cam-sunroof-8-pass-fin/1737873729,,Kijiji
76,2022,Honda,Odyssey,Unknown,1,38490,No change noted,Unchanged for 4 weeks,4,38490,38490,0,0,93176,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738264474,city-of-toronto,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2022-honda-odyssey-ex-l-navi/1738264474,,Kijiji
77,2022,Honda,Odyssey,Unknown,1,38490,No change noted,Unchanged for 4 weeks,4,38490,38490,0,0,93176,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738264623,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2022-honda-odyssey-ex-l-navi/1738264623,,Kijiji
78,2022,Honda,Odyssey,Unknown,1,38490,No change noted,Unchanged for 4 weeks,4,38490,38490,0,0,93176,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1738315538,bedford,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/bedford/2022-honda-odyssey-ex-l-navi/1738315538,,Kijiji
79,2022,Honda,Odyssey,Unknown,1,38740,No change noted,Unchanged for 1 weeks,1,38740,38740,0,0,102840,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740649229,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-ex-l-navi-auto/1740649229,,Kijiji
80,2022,Honda,Odyssey,Unknown,1,38800,No change noted,Unchanged for 1 weeks,1,38800,38800,0,0,145000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740915854,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-honda-odyssey-touring-sun-roof-htd-cooled-seats/1740915854,,Kijiji
81,2022,Honda,Odyssey,Unknown,1,38888,No change noted,Unchanged for 1 weeks,1,38888,38888,0,0,83031,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740547340,red-deer,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/red-deer/2022-honda-odyssey-ex-res/1740547340,,Kijiji
82,2022,Honda,Odyssey,Unknown,1,39988,No change noted,"Down $2,000 over 6 weeks",6,41988,39988,0,-2000,66744,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738252049,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-honda-odyssey-ex-res/1738252049,,Kijiji
83,2022,Honda,Odyssey,Unknown,1,40000,No change noted,Up $13 over 6 weeks,6,39987,40000,0,13,109504,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737502934,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-honda-odyssey-ex-l-leather-seats-moonroof-8-seater/1737502934,,Kijiji
84,2022,Honda,Odyssey,Unknown,1,41600,No change noted,Down $400 over 5 weeks,5,42000,41600,0,-400,129826,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739451592,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-honda-odyssey-touring-8-passenger-leather-sunroof-nav/1739451592,,Kijiji
85,2022,Honda,Odyssey,Unknown,1,41900,No change noted,Unchanged for 6 weeks,6,41900,41900,0,0,68770,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738660293,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2022-honda-odyssey-ex-l-res-heated-steering-heated-seats/1738660293,,Kijiji
86,2022,Honda,Odyssey,Unknown,1,41988,No change noted,Unchanged for 5 weeks,5,41988,42998,-1010,0,87000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739307184,guelph,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/guelph/2022-honda-odyssey-touring-leather-dvd-sunroof-nav/1739307184,,Kijiji
87,2022,Honda,Odyssey,Unknown,1,41999,No change noted,"Down $1,000 over 1 weeks",1,42999,42999,-1000,-1000,79662,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740470118,markham-york-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2022-honda-odyssey-touring/1740470118,,Kijiji
88,2022,Honda,Odyssey,Unknown,1,42900,No change noted,Unchanged for 2 weeks,2,42900,42900,0,0,109682,Unknown,Gas,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740375819,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-touring-1-owner-no-accidents/1740375819,,Kijiji
89,2022,Honda,Odyssey,Unknown,1,43740,No change noted,"Down $2,184 over 6 weeks",6,45924,43740,0,-2184,62501,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1735299110,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-touring-heated-seats-navi-blind-spot-low-km/1735299110,,Kijiji
90,2022,Honda,Odyssey,Unknown,1,44995,No change noted,Unchanged for 1 weeks,1,44995,44995,0,0,50070,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740878290,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2022-honda-odyssey/1740878290,,Kijiji
91,2022,Honda,Odyssey,Unknown,1,45500,No change noted,Down $499 over 2 weeks,2,45999,45500,0,-499,58172,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740414289,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2022-honda-odyssey-ex-l-navi-fresh-trade/1740414289,,Kijiji
92,2022,Honda,Odyssey,Unknown,1,46480,No change noted,Unchanged for 6 weeks,6,46480,46480,0,0,80900,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737974893,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-honda-odyssey-touring-no-accidents/1737974893,,Kijiji
93,2022,Honda,Odyssey,Unknown,1,46625,No change noted,"Down $1,273 over 6 weeks",6,47898,46625,0,-1273,73261,Unknown,Gas,Accident reported,N/A,Unknown,Unknown,"Regina, SK","Regina, SK",,disabled_unverified_location,1736767905,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-honda-odyssey-touring-non-collision-carfax-leather/1736767905,,Kijiji
94,2022,Honda,Odyssey,Unknown,1,48988,No change noted,Unchanged for 1 weeks,1,48988,48988,0,0,38725,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740803910,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2022-honda-odyssey-ex-l-navi/1740803910,,Kijiji
95,2023,Honda,Odyssey,Unknown,1,6995,No change noted,Unchanged for 4 weeks,4,6995,6995,0,0,21025,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739848201,richmond-bc,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/richmond-bc/2015-honda-odyssey-ex-l-w-res-clean-title-bc-local/1739848201,,Kijiji
96,2023,Honda,Odyssey,Unknown,1,37299,No change noted,Unchanged for 3 weeks,3,37299,37299,0,0,96431,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739354115,st-johns,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-johns/2023-honda-odyssey-ex-auto-for-sale/1739354115,,Kijiji
97,2023,Honda,Odyssey,Unknown,1,37995,No change noted,Unchanged for 1 weeks,1,37995,37995,0,0,143747,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740558314,regina,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/regina/2023-honda-odyssey-ex-l-fresh-trade/1740558314,,Kijiji
98,2023,Honda,Odyssey,Unknown,1,39700,No change noted,Unchanged for 1 weeks,1,39700,39700,0,0,89383,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740646410,oshawa-durham-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2023-honda-odyssey-ex-ex-sunroof-dvd-carplay-no-accidents/1740646410,,Kijiji
99,2023,Honda,Odyssey,Unknown,1,39995,No change noted,Unchanged for 4 weeks,4,39995,39995,0,0,26298,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739732431,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2023-honda-odyssey-ex-l-auto-8-seater-leather-carplay-b/1739732431,,Kijiji
100,2023,Honda,Odyssey,Unknown,1,39995,No change noted,Down $4 over 5 weeks,5,39999,39995,0,-4,93334,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739453822,mississauga-peel-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2023-honda-odyssey-touring-no-accidents-heated-seats-premi/1739453822,,Kijiji
101,2023,Honda,Odyssey,Unknown,1,41490,No change noted,First seen this week,0,41490,41490,0,0,63325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739845329,bedford,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/bedford/2023-honda-odyssey-ex-l/1739845329,,Kijiji
102,2023,Honda,Odyssey,Unknown,1,43000,No change noted,Unchanged for 1 weeks,1,43000,43000,0,0,85447,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740647731,guelph,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/guelph/2023-honda-odyssey-touring/1740647731,,Kijiji
103,2023,Honda,Odyssey,Unknown,1,43650,No change noted,Unchanged for 3 weeks,3,43650,43650,0,0,66227,Unknown,Gas,No accidents reported,N/A,Unknown,Unknown,"High River, AB","High River, AB",,disabled_unverified_location,1739966030,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2023-honda-odyssey-ex-l-one-owner-accident-free-leather/1739966030,,Kijiji
104,2023,Honda,Odyssey,Unknown,1,43988,No change noted,Unchanged for 6 weeks,6,43988,43988,0,0,94450,Unknown,Gas,No accidents reported,N/A,Unknown,Unknown,"Regina, SK","Regina, SK",,disabled_unverified_location,1728522341,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2023-honda-odyssey-touring-8-passenger-no-accidents-factory/1728522341,,Kijiji
105,2023,Honda,Odyssey,Unknown,1,43998,No change noted,Up $500 over 1 weeks,1,43498,43498,500,500,92902,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740516683,london,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/london/2023-honda-odyssey-touring-rear-seat-dvd-navigation-leath/1740516683,,Kijiji
106,2023,Honda,Odyssey,Unknown,1,43999,No change noted,Unchanged for 1 weeks,1,43999,43999,0,0,74807,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740796182,hamilton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-honda-odyssey-touring-passenger-van-automatic/1740796182,,Kijiji
107,2023,Honda,Odyssey,Unknown,1,44666,No change noted,"Down $1,300 over 6 weeks",6,45966,44666,0,-1300,48900,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1737171667,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-honda-odyssey-black-edition-toit-ouvrant-7-passagers-1-prop/1737171667,,Kijiji
108,2023,Honda,Odyssey,Unknown,1,44702,No change noted,"Down $2,559 over 7 weeks",7,47261,45471,-769,-2559,53361,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738192593,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2023-honda-odyssey-touring-heated-vented-seats-navi-blind-spot/1738192593,,Kijiji
109,2023,Honda,Odyssey,Unknown,1,44989,No change noted,Down $875 over 6 weeks,6,45864,45899,-910,-875,78284,Unknown,Gas,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739108126,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2023-honda-odyssey-touring-no-accidents-leather-rear-ente/1739108126,,Kijiji
110,2023,Honda,Odyssey,Unknown,1,45909,No change noted,Unchanged for 2 weeks,2,45909,45909,0,0,50752,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740056935,london,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/london/2023-honda-odyssey-touring-1-owner-clean-carfax-leather/1740056935,,Kijiji
111,2023,Honda,Odyssey,Unknown,1,45988,No change noted,First seen this week,0,45988,45988,0,0,61417,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740935252,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2023-honda-odyssey-black-edition/1740935252,,Kijiji
112,2023,Honda,Odyssey,Unknown,1,46990,No change noted,Unchanged for 2 weeks,2,46990,46990,0,0,34572,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740522305,ville-de-montreal,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-honda-odyssey-touring/1740522305,,Kijiji
113,2023,Honda,Odyssey,Unknown,1,49800,No change noted,Unchanged for 1 weeks,1,49800,49800,0,0,52000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1738028276,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2023-honda-odyssey-sunroof-blu-ray-leather-htd-vented-seat/1738028276,,Kijiji
